obs,time,elapsed,date,hhmmss,averaging,plot,plant,leaf,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,¦ÁVc,Edyn,Hr,Hs,dHs/dt,¦ÁVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,¦¤Pcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,Tled,Pc,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
213,1639112503,936.5999999,20211210 13:01:42,13:01:42,0,plot-sdfgghhh1-1,1,ertyhghj,1639112503,0.002742925,2.742924633,15.43685368,400.025,275.2776355,28.29304914,41.1145895,0.216470702,3.266338484,0.20880483,0.13116915,169.2455033,25.24551072,25.1996,3.217712977,59.8345244,1.901184253,3.177403467,1.316528724,-120.9629763,-37.26166822,-2.415300655,8.605558079,15.47076966,2.735733008,15.43685368,415.4219433,407.5751152,-1.64122E-05,91.0971969,2.742924633,17.15238422,18.49740364,1.06353E-06,100.31,5,1,1,0,54542.15611,1066.45,899.0174716,0.843000114,0.158699895,3,0.5,0: Broadleaf,2,TRUE,1639112503,400.025,408.301,18.4976,17.1561,399.481,18.2842,600.476,102.58,0.20005,24.988,25.1996,999.9,0,0,9987.5,433.594,0.927831,1066.45,0.900002,0.0999982,26,23138.6,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.544,0.2134,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,15.1,15.1,19,613.618,416.278,26.7478,21.7051,30.0003,21.583,21.5624,20.8529,29.1907,79.4825,26.7533,408.29,17.1791,101.985,101.94
214,1639112506,940.0999999,20211210 13:01:46,13:01:46,0,plot-sdfgghhh1-1,1,ertyhghj,1639112506,0.002739315,2.739315466,15.32389905,400.057,276.2612902,28.39464705,41.11859937,0.21662937,3.269681078,0.208960019,0.131266452,168.6900853,25.24435192,25.1869,3.215281102,59.83776152,1.901423149,3.177630815,1.313857952,-120.8038121,-34.84957665,-2.256508981,10.78018759,15.21158891,2.747756802,15.32389905,415.3724915,407.5829333,5.82608E-06,91.0971969,2.739315466,17.15604384,18.49929333,1.67775E-06,100.31,5,1,1,0,54634.66876,1062.95,896.0668181,0.84299997,0.158699925,3,0.5,0: Broadleaf,2,TRUE,1639112506,400.057,408.206,18.4996,17.1522,399.513,18.2861,600.473,102.582,0.199852,24.9892,25.1869,999.9,0,0,10005,432.119,0.927831,1062.95,0.900001,0.099999,26,23062.6,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.544,0.2135,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,15.2,15.2,19,613.613,416.249,26.7547,21.7067,30.0003,21.5841,21.5639,20.853,29.1907,79.4825,26.7616,408.179,17.1771,101.986,101.941
215,1639112511,944.5999999,20211210 13:01:50,13:01:50,0,plot-sdfgghhh1-1,1,ertyhghj,1639112511,0.002748107,2.748107326,15.42921051,399.98,275.7914241,28.34697938,41.11159312,0.217397873,3.269000709,0.209673508,0.131717081,167.7777193,25.23507356,25.1845,3.214821715,59.83923538,1.901197905,3.177176133,1.313623811,-121.1915331,-34.842325,-2.256454478,9.487406726,15.43710906,2.751307964,15.42921051,415.3438693,407.5013758,-4.2189E-05,91.0971969,2.748107326,17.14959909,18.4971303,-1.19388E-07,100.31,5,1,1,0,54616.27218,1057.2,891.2196317,0.84300003,0.158700075,3,0.5,0: Broadleaf,2,TRUE,1639112511,399.98,408.242,18.497,17.1479,399.436,18.2836,600.493,102.584,0.200122,24.9868,25.1845,999.9,0,0,10001.2,430.078,0.927831,1057.2,0.899999,0.100001,26,22937.8,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.544,0.2134,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,15.2,15.3,19,613.541,416.22,26.7625,21.7093,30.0002,21.5857,21.5655,20.8527,29.1907,79.4825,26.7699,408.145,17.1871,101.986,101.939
216,1639112515,948.5999999,20211210 13:01:54,13:01:54,0,plot-sdfgghhh1-1,1,ertyhghj,1639112515,0.002749262,2.749262099,15.50687533,400.01,275.5347539,28.3202842,41.11422143,0.217940333,3.27111391,0.210182935,0.132038302,167.1317235,25.22981125,25.1708,3.212200482,59.84453871,1.90120769,3.176910928,1.310992792,-121.2424586,-32.69571514,-2.115907271,11.07764249,15.40273417,2.747387531,15.50687533,415.4266862,407.5453697,1.56409E-05,91.0971969,2.749262099,17.14873633,18.49666727,-1.59125E-06,100.31,5,1,1,0,54675.17129,1053.13,887.7888333,0.843000231,0.158699993,3,0.5,0: Broadleaf,2,TRUE,1639112515,400.01,408.253,18.4973,17.1503,399.466,18.2839,600.572,102.583,0.199984,24.9854,25.1708,999.9,0,0,10012.5,428.287,0.916915,1053.13,0.900001,0.0999993,26,22849.6,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.544,0.2134,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,15.3,15.3,19,613.655,416.081,26.7692,21.7111,30.0002,21.5875,21.5671,20.8531,29.1907,79.4825,26.7699,408.146,17.1851,101.985,101.938
217,1639112518,952.0999999,20211210 13:01:58,13:01:58,0,plot-sdfgghhh1-1,1,ertyhghj,1639112518,0.002748039,2.74803937,15.16981441,400.071,278.0462887,28.57843475,41.12050199,0.217798306,3.269812686,0.210047857,0.13195328,166.525497,25.22705986,25.1721,3.212449131,59.84387407,1.901197911,3.17692987,1.31125122,-121.1885362,-32.89424761,-2.129617469,10.31309571,15.19695724,2.738527636,15.16981441,415.3272623,407.6156061,5.01477E-05,91.0971969,2.74803937,17.1502167,18.4977697,1.52093E-06,100.31,5,1,1,0,54639.02192,1049.31,884.56833,0.843,0.1587,3,0.5,0: Broadleaf,2,TRUE,1639112518,400.071,408.211,18.4972,17.1543,399.527,18.2837,600.463,102.583,0.200011,24.9855,25.1721,999.9,0,0,10005.6,426.761,0.916915,1049.31,0.9,0.1,26,22766.7,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.544,0.2135,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,15.4,15.4,19,613.491,416.161,26.7756,21.7131,30.0002,21.589,21.5685,20.8534,29.1907,79.4825,26.7798,408.275,17.1917,101.982,101.937
218,1639112523,956.5999999,20211210 13:02:02,13:02:02,0,plot-sdfgghhh1-1,1,ertyhghj,1639112523,0.002732273,2.732272895,15.30881938,400.035,276.1627532,28.38539908,41.11761268,0.216248574,3.269962686,0.208606284,0.131043056,165.673114,25.22641251,25.1784,3.213654366,59.83366406,1.900896214,3.176967756,1.312758152,-120.4932347,-33.971127,-2.19930714,9.009445125,15.24659128,2.73070029,15.30881938,415.3492388,407.5665576,-1.62448E-05,91.0971969,2.732272895,17.15439601,18.49438121,-2.11374E-06,100.31,4,1,1,0,54643.19268,1043.94,880.0415985,0.843000171,0.158699843,3,0.5,0: Broadleaf,2,TRUE,1639112523,400.035,408.199,18.4939,17.1547,399.491,18.2807,600.403,102.585,0.200038,24.9857,25.1784,999.9,0,0,10006.2,424.718,0.933288,1043.94,0.900003,0.0999973,26,22650.1,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.544,0.2132,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,15.4,15.5,19,613.601,416.26,26.7841,21.7152,30.0004,21.5907,21.5705,20.8514,29.1907,79.4825,26.7899,408.111,17.1967,101.982,101.936
219,1639112527,960.5999999,20211210 13:02:06,13:02:06,0,plot-sdfgghhh1-1,1,ertyhghj,1639112527,0.002731705,2.731705082,15.29843401,400.019,276.1428206,28.38334092,41.11595452,0.216097926,3.268792563,0.20846345,0.130953113,165.0050718,25.22326643,25.1817,3.214285837,59.83325428,1.900905864,3.177005642,1.313379973,-120.4681941,-34.50527493,-2.234727161,7.796875556,15.31461127,2.7258023,15.29843401,415.3209916,407.5435273,-1.14466E-05,91.0971969,2.731705082,17.15494666,18.49463758,4.46087E-07,100.31,4,1,1,0,54610.68422,1039.73,876.4915478,0.84299919,0.158699924,3,0.5,0: Broadleaf,2,TRUE,1639112527,400.019,408.216,18.494,17.1572,399.474,18.2808,600.402,102.585,0.200004,24.9859,25.1817,999.9,0,0,10000,422.969,0.933288,1039.73,0.899998,0.100001,26,22558.8,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.545,0.2132,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,15.5,15.5,19,613.75,416.202,26.7925,21.717,30.0003,21.5925,21.5718,20.8536,29.1907,79.4825,26.8,408.171,17.2,101.982,101.938
220,1639112531,964.5999999,20211210 13:02:10,13:02:10,0,plot-sdfgghhh1-1,1,ertyhghj,1639112531,0.002728051,2.728051152,15.28530916,400.011,276.3596215,28.40503284,41.11427541,0.216305075,3.270868842,0.208660905,0.131077358,164.330676,25.22019108,25.167,3.211473755,59.84016196,1.90110265,3.176967756,1.310371105,-120.3070558,-31.97027539,-2.069078911,9.984265904,15.31918063,2.725630754,15.28530916,415.3363637,407.5637818,5.0348E-06,91.0971969,2.728051152,17.15739241,18.49558,9.66258E-08,100.31,5,1,1,0,54668.30952,1035.48,872.90964,0.843,0.1587,3,0.5,0: Broadleaf,2,TRUE,1639112531,400.011,408.212,18.4963,17.1593,399.466,18.2829,600.273,102.583,0.199862,24.9857,25.167,999.9,0,0,10011.2,421.286,0.927831,1035.48,0.9,0.1,26,22466.6,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.545,0.2134,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,15.6,15.6,19,613.385,416.286,26.8012,21.7189,30.0003,21.5939,21.5737,20.8518,29.1907,79.4825,26.8097,408.278,17.2008,101.985,101.937
221,1639112535,968.5999999,20211210 13:02:14,13:02:14,0,plot-sdfgghhh1-1,1,ertyhghj,1639112535,0.002725961,2.725960908,15.30041694,399.989,276.2772557,28.39716574,41.11288096,0.216389842,3.272092877,0.208742546,0.131128655,163.5436786,25.21610909,25.1599,3.210116309,59.84508232,1.90122496,3.176910928,1.308891349,-120.2148761,-30.78268493,-1.991400013,10.55471758,15.33875774,2.725739006,15.30041694,415.3078491,407.5303576,-1.91627E-05,91.0971969,2.725960908,17.15971456,18.49641758,9.73456E-07,100.31,5,1,1,0,54702.41514,1030.52,868.7284218,0.84300006,0.15870015,3,0.5,0: Broadleaf,2,TRUE,1639112535,399.989,408.197,18.4971,17.1605,399.444,18.2837,600.476,102.585,0.200029,24.9854,25.1599,999.9,0,0,10017.5,419.465,0.933288,1030.52,0.899998,0.100002,26,22358.9,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.545,0.2134,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,15.6,15.7,19,613.57,416.311,26.8091,21.7207,30.0003,21.5957,21.575,20.8536,29.1907,79.4825,26.8097,408.276,17.1978,101.983,101.937
222,1639112539,972.5999999,20211210 13:02:18,13:02:18,0,plot-sdfgghhh1-1,1,ertyhghj,1639112539,0.002724997,2.724997226,15.3603979,400.033,275.9323816,28.36116819,41.11660664,0.21650579,3.27075572,0.208847441,0.131195154,162.8707899,25.2129398,25.1537,3.208931343,59.84324215,1.901177835,3.17692987,1.307753508,-120.1723777,-29.65920763,-1.919445262,11.11975938,15.34988123,2.722163211,15.3603979,415.383007,407.5754909,4.1128E-05,91.0971969,2.724997226,17.16065293,18.49674424,-2.05772E-07,100.31,5,1,1,0,54665.20455,1026.28,865.1541016,0.84300006,0.15870015,3,0.5,0: Broadleaf,2,TRUE,1639112539,400.033,408.245,18.497,17.1623,399.488,18.2836,600.542,102.583,0.200037,24.9855,25.1537,999.9,0,0,10010.6,417.608,0.922373,1026.28,0.899998,0.100002,26,22267,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.545,0.2134,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,15.7,15.7,19,613.513,416.035,26.8167,21.723,30.0003,21.5971,21.5768,20.8509,29.1907,79.4825,26.82,408.176,17.2009,101.982,101.938
223,1639112543,976.5999999,20211210 13:02:22,13:02:22,0,plot-sdfgghhh1-1,1,ertyhghj,1639112543,0.002723197,2.723197054,15.24467784,400.039,276.8146089,28.45185394,41.11723454,0.216504995,3.270057935,0.20884513,0.131193837,162.2501957,25.21010198,25.1495,3.208128842,59.84455257,1.901219467,3.17692987,1.306909375,-120.0929901,-28.91243959,-1.871476625,11.37328939,15.16459976,2.716861893,15.24467784,415.3373466,407.5882424,9.55976E-06,91.0971969,2.723197054,17.16272411,18.49802182,1.13675E-06,100.31,5,1,1,0,54645.82977,1022.37,861.8579407,0.84300003,0.158700075,3,0.5,0: Broadleaf,2,TRUE,1639112543,400.039,408.158,18.4974,17.1652,399.494,18.284,600.497,102.583,0.200065,24.9855,25.1495,999.9,0,0,10006.9,415.984,0.927831,1022.37,0.899999,0.100001,26,22182.1,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.545,0.2134,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,15.8,15.8,19,613.626,416.021,26.8245,21.7248,30.0003,21.5989,21.5786,20.852,29.1907,79.4825,26.8301,408.234,17.2075,101.981,101.937
224,1639112547,980.5999999,20211210 13:02:26,13:02:26,0,plot-sdfgghhh1-1,1,ertyhghj,1639112547,0.002719748,2.719748158,15.2295803,399.988,276.7341364,28.44381546,41.11232899,0.216229405,3.267712672,0.208583383,0.131029054,161.5024966,25.20867782,25.1513,3.208472749,59.85000881,1.90157421,3.177232965,1.30689854,-119.9408938,-28.92693758,-1.873790975,10.76087429,15.30641662,2.718566656,15.2295803,415.2677021,407.5238909,-4.70628E-05,91.0971969,2.719748158,17.16565502,18.49973212,5.44191E-07,100.31,5,1,1,0,54580.49318,1017.66,857.8870839,0.842999709,0.158699857,3,0.5,0: Broadleaf,2,TRUE,1639112547,399.988,408.181,18.5007,17.1672,399.444,18.2871,600.286,102.584,0.199906,24.9871,25.1513,999.9,0,0,9994.38,414.158,0.927831,1017.66,0.900001,0.0999987,26,22079.9,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.544,0.2136,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,15.8,15.9,19,613.266,416.212,26.8324,21.7267,30.0001,21.6007,21.58,20.8514,29.1907,79.4825,26.84,408.19,17.2048,101.982,101.937
225,1639112551,984.5999999,20211210 13:02:30,13:02:30,0,plot-sdfgghhh1-1,1,ertyhghj,1639112551,0.002721033,2.721033121,15.33519714,400.016,275.8679088,28.35426726,41.11446171,0.216054131,3.271208606,0.208428112,0.130930313,160.7837467,25.20432556,25.1598,3.210097193,59.85215896,1.901642525,3.177232965,1.308454668,-119.9975606,-30.4569227,-1.970874217,8.358389147,15.2810703,2.716792677,15.33519714,415.3428025,407.5467273,2.6727E-05,91.0971969,2.721033121,17.16757474,18.50194061,1.9226E-06,100.31,4,1,1,0,54677.46783,1013.13,854.0689122,0.843000318,0.158700015,3,0.5,0: Broadleaf,2,TRUE,1639112551,400.016,408.194,18.5017,17.1694,399.472,18.288,600.434,102.582,0.200043,24.9871,25.1598,999.9,0,0,10013.1,412.235,0.916915,1013.13,0.900001,0.0999994,26,21981.6,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.544,0.2137,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,15.9,15.9,19,613.725,416.075,26.8415,21.729,30.0003,21.6025,21.5818,20.8521,29.1907,79.1087,26.8491,408.234,17.2057,101.981,101.936
226,1639112555,988.5999999,20211210 13:02:34,13:02:34,0,plot-sdfgghhh1-1,1,ertyhghj,1639112555,0.002718046,2.71804553,15.28693849,399.996,276.046181,28.37259955,41.11241927,0.215744619,3.267556813,0.208131844,0.130744001,160.12972,25.20176904,25.161,3.210326584,59.84603176,1.90144785,3.177232965,1.308878735,-119.8658079,-30.63431494,-1.984580755,7.645016467,15.33619815,2.735940807,15.28693849,415.3101382,407.5383212,-1.40898E-05,91.0971969,2.71804553,17.16757974,18.50061091,-1.2634E-06,100.31,4,1,1,0,54576.12875,1009.01,850.5950486,0.842999622,0.158699835,3,0.5,0: Broadleaf,2,TRUE,1639112555,399.996,408.206,18.4998,17.158,399.451,18.2862,600.386,102.582,0.200076,24.9871,25.161,999.9,0,0,9993.75,410.643,0.916915,1009.01,0.900001,0.0999986,26,21892.3,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.545,0.2136,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,16,16,19,613.595,416.046,26.8486,21.7307,30.0002,21.6039,21.5834,20.8502,29.1907,79.1087,26.8491,408.125,17.2104,101.98,101.935
227,1639112559,992.5999999,20211210 13:02:38,13:02:38,0,plot-sdfgghhh1-1,1,ertyhghj,1639112559,0.002723808,2.723807838,15.31272782,400.06,276.200759,28.38845399,41.11894892,0.216287156,3.270152711,0.208642617,0.131065957,159.3476466,25.1960886,25.1559,3.209351771,59.82881607,1.900900867,3.177232965,1.308450904,-120.1199256,-29.75951983,-1.92632911,7.541872033,15.20571102,2.721960963,15.31272782,415.3812538,407.5951394,3.46535E-05,91.0971969,2.723807838,17.15808742,18.49411515,-3.08396E-06,100.31,5,1,1,0,54648.14561,1004.08,846.4395002,0.84300006,0.15870015,3,0.5,0: Broadleaf,2,TRUE,1639112559,400.06,408.203,18.4945,17.1594,399.515,18.2812,600.319,102.582,0.199955,24.9871,25.1559,999.9,0,0,10007.5,408.774,0.905999,1004.08,0.899998,0.100002,26,21785.3,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.545,0.2133,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,16,16.1,19,613.253,416.128,26.8559,21.7326,30.0004,21.6057,21.585,20.8502,29.1907,79.1087,26.8581,408.16,17.2143,101.98,101.935
228,1639112563,996.5999999,20211210 13:02:42,13:02:42,0,plot-sdfgghhh1-1,1,ertyhghj,1639112563,0.002721675,2.721675031,15.15349855,400.005,277.3896816,28.51067402,41.11332511,0.2163514,3.270152711,0.208702406,0.131103706,158.6404787,25.19232227,25.148,3.207842277,59.82676017,1.900778878,3.177138245,1.307063398,-120.0258689,-28.45489633,-1.841803162,8.317910365,15.16377686,2.718137265,15.15349855,415.2380695,407.536503,-5.37665E-05,91.0971969,2.721675031,17.15948349,18.49392182,-6.67529E-07,100.31,5,1,1,0,54648.23731,999.624,842.683092,0.84300006,0.15870015,3,0.5,0: Broadleaf,2,TRUE,1639112563,400.005,408.123,18.4933,17.1606,399.46,18.2801,600.556,102.582,0.200028,24.9866,25.148,999.9,0,0,10007.5,406.959,0.916915,999.624,0.899998,0.100002,26,21688.6,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.545,0.2132,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,16.1,16.1,19,613.599,415.907,26.8628,21.7345,30.0003,21.6072,21.5868,20.8516,29.1907,79.1087,26.8671,408.194,17.2182,101.982,101.933
229,1639112567,1000.6,20211210 13:02:46,13:02:46,0,plot-sdfgghhh1-1,1,ertyhghj,1639112567,0.002716337,2.716337397,15.187381,400.023,277.010524,28.47197629,41.11556921,0.21605848,3.274766097,0.20844013,0.13093718,157.9983033,25.18878586,25.1431,3.20690632,59.82963995,1.900745703,3.17692987,1.306160617,-119.7904792,-27.82415231,-1.798385458,8.585286268,15.18941244,2.709036392,15.187381,415.2808233,407.5606485,1.29928E-05,91.0971969,2.716337397,17.16103498,18.49302,-7.52999E-07,100.31,5,1,1,0,54776.69976,995.578,839.2722839,0.84300003,0.158700075,3,0.5,0: Broadleaf,2,TRUE,1639112567,400.023,408.153,18.4928,17.1644,399.478,18.2796,600.483,102.583,0.200013,24.9855,25.1431,999.9,0,0,10031.9,405.32,0.916915,995.578,0.899999,0.100001,26,21600.8,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.545,0.2132,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,16.2,16.2,19,613.582,416.073,26.8698,21.7363,30.0003,21.6089,21.5885,20.8517,29.1907,79.1087,26.8766,408.208,17.2223,101.98,101.933
230,1639112571,1004.6,20211210 13:02:50,13:02:50,0,plot-sdfgghhh1-1,1,ertyhghj,1639112571,0.002704977,2.704977093,15.24328583,400.024,276.048108,28.37276449,41.11524917,0.215043004,3.26542941,0.207473988,0.130329093,157.2170317,25.18853641,25.1457,3.20740292,59.82458651,1.900664487,3.177062471,1.306738433,-119.2894898,-28.07930994,-1.82009673,8.028135254,15.20994762,2.701863482,15.24328583,415.3103521,407.5587152,1.37531E-05,91.0971969,2.704977093,17.16461872,18.49154909,-3.04576E-07,100.31,5,1,1,0,54517.34901,990.656,835.1222056,0.84299919,0.158699924,3,0.5,0: Broadleaf,2,TRUE,1639112571,400.024,408.166,18.4922,17.1668,399.479,18.2791,600.249,102.582,0.199956,24.9862,25.1457,999.9,0,0,9982.5,403.479,0.905999,990.656,0.899998,0.100001,26,21494,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.545,0.2131,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,16.2,16.3,19,613.112,416.181,26.8773,21.7385,30.0003,21.6107,21.59,20.8501,29.1907,79.1087,26.8864,408.196,17.2271,101.981,101.934
231,1639112575,1008.6,20211210 13:02:54,13:02:54,0,plot-sdfgghhh1-1,1,ertyhghj,1639112575,0.002707066,2.707066472,15.25945054,399.984,275.9685784,28.36407477,41.11039072,0.215194386,3.268927089,0.207622715,0.130422286,156.5224665,25.18294049,25.1471,3.207670348,59.83586805,1.900886894,3.176835159,1.306783455,-119.3816314,-28.56759579,-1.849767885,6.723471467,15.36334665,2.704537102,15.25945054,415.282112,407.5253879,-1.39756E-05,91.0971969,2.707066472,17.16704501,18.49447697,1.25057E-06,100.31,5,1,1,0,54614.47246,986.278,831.4324132,0.84300006,0.15870015,3,0.5,0: Broadleaf,2,TRUE,1639112575,399.984,408.2,18.4947,17.1685,399.439,18.2814,600.479,102.58,0.200088,24.985,25.1471,999.9,0,0,10001.2,401.838,0.916915,986.278,0.899998,0.100002,26,21399,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.545,0.2133,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,16.3,16.3,19,613.626,415.809,26.8856,21.7405,30.0002,21.6126,21.5918,20.8504,29.1907,79.1087,26.8864,408.161,17.2254,101.982,101.932
232,1639112579,1012.6,20211210 13:02:58,13:02:58,0,plot-sdfgghhh1-1,1,ertyhghj,1639112579,0.002702238,2.702237729,15.28542498,399.994,275.50194,28.31692692,41.1125993,0.21467161,3.267694264,0.207133253,0.130113521,155.8540101,25.18058216,25.1508,3.208377216,59.83338062,1.900807872,3.176835159,1.307569344,-119.1686838,-29.20864332,-1.892024843,5.584658126,15.23139046,2.697576389,15.28542498,415.3042116,407.5328424,1.53391E-05,91.0971969,2.702237729,17.16888891,18.49417152,3.5556E-07,100.31,5,1,1,0,54580.34576,982.065,827.8809128,0.84300012,0.1587003,3,0.5,0: Broadleaf,2,TRUE,1639112579,399.994,408.144,18.4934,17.1704,399.449,18.2802,600.383,102.583,0.20004,24.985,25.1508,999.9,0,0,9994.38,400.252,0.916915,982.065,0.899996,0.100004,26,21307.6,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.545,0.2132,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,16.4,16.4,19,613.46,415.878,26.8935,21.7423,30.0001,21.6139,21.5936,20.8501,29.1907,79.1087,26.8966,408.138,17.2305,101.98,101.931
